"Grid_Value","RUBL_LC","Area","Area_Name","Comb_Value","NVCMES","Level3","ClassName","Description.of.Ecological.System.or.Land.use.class","X"
227,"floodplain_forest",1,"CONUS",227,"01.C.3.D062M031E227",9836,"Mississippi River Low Floodplain (Bottomland) Forest","Low bottomlands are usually seasonally flooded in backswamps, with flooding more frequent than every five years, usually more frequently than every two years, generally by still water that may be impounded behind natural levees, and are classed as Low Gradient Riverine Backwater wetlands in hydrogeomorphic classifications. Low bottomlands occur along the Mississippi River and its tributaries in the Mississippi River Alluvial Plain ecoregion. Prolonged flooding dominates this system, and its duration is greater that in the adjacent Mississippi River Riparian Forest. Overcup oak is the characteristic dominant species. Soils are clayey with poor internal drainage.","."
228,"floodplain_forest",1,"CONUS",228,"01.C.3.D062M031E228",9827,"Mississippi River Riparian Forest","This system is comprised of ""riverfront"" Associations, generally temporarily (but rarely seasonally) flooded on point bars and natural levees adjacent to the river that formed them, with flooding more frequent than every five years, by flowing water directly from the stream. They occur along the lower Mississippi River and its tributaries in the Mississippi River Alluvial Plain ecoregion. They are classed as Low Gradient Riverine Overbank wetlands in a hydrogeomorphic classification. Flooding is of lower duration than on adjacent backswamps where water is impounded behind riverfront natural levees. Flooding is of longer duration than on adjacent high bottomlands that are typically temporarily flooded. Soils are typically sandier than those of low bottomlands. Giant cane (giant cane) is a common understory in these forests on natural levees and higher point bars, and may become dominant after thinning or removal of overstory. Willow and cottonwood sandbars may have an open-canopy (woodland-type) structure.","."
229,"floodplain_forest",1,"CONUS",229,"01.C.3.D062M031E229",9844,"Red River Large Floodplain Forest","This system represents a geographic subset of Kuchler's (1964) Southern Floodplain Forest which is specifically restricted to the main stem of the Red River in southwestern Arkansas (partly bordering Texas) and Louisiana in the West Gulf Coastal Plain and Upper West Gulf Coastal Plain. Several distinct plant communities can be recognized within this system that may be related to the array of different geomorphic features present within the floodplain. Some of the major geomorphic features associated with different community types within the system include natural levees, point bars, meander scrolls, oxbows, and sloughs (Sharitz and Mitsch 1993). Vegetation generally includes forests dominated by bottomland hardwood species and other trees tolerant of flooding, including bald-cypress and water tupelo. However, herbaceous and shrub vegetation may be present in certain areas as well. This system is generally similar in concept to ~West Gulf Coastal Plain Large River Floodplain Forest (CES203.488)$$ but is distinct from it because of the difference in magnitude between the typical large rivers (such as the Trinity, Neches, and Sabine), on the one hand, and the Mississippi River on the other. Its range is conceptually coincident with the vast majority of Subsection 234Ai of Keys et al. (1995), excluding the portion of 234Ai within TNC Ecoregion 42 (Mississippi River Alluvial Plain). Its range is also coincident with Level IV Ecoregion 35g (red River Bottomlands) of Omernik.","."
230,"floodplain_forest",1,"CONUS",230,"01.C.3.D062M031E230",9852,"Southern Coastal Plain Blackwater River Floodplain Forest","This system occurs along certain river and stream drainages of the southern Coastal Plain of Florida, Alabama, Mississippi, and southwestern Georgia that are characterized by dark waters high in particulate and dissolved organic materials, and that generally lack floodplain development. In most cases these are streams that have their headwaters in sandy portions of the Outer Coastal Plain. Consequently, they carry little mineral sediment or suspended clay particles and are not turbid except after the heaviest rain events. The water is classically dark in color due to concentrations of tannins, particulates, and other materials derived from drainage through swamps or marshes (FNAI 1990). In comparison with spring-fed rivers and brownwater rivers of the region, this system tends to be much more acidic in nature and generally lacks extensive and continuous floodplain and levees; steep banks alternating with floodplain swamps are more characteristic (FNAI 1990). This system includes mixed rivers, with a mixture of blackwater and spring-fed tributaries such as the Suwannee River. Canopy species typical of this system are obligate to facultative wetland species such as bald-cypress (bald-cypress), water tupelo (water tupelo), and Atlantic white-cedar (Atlantic white-cedar).","."
231,"floodplain_forest",1,"CONUS",231,"01.C.3.D062M031E231",9806,"Southern Piedmont Large Floodplain Forest - Forest Modifier","This system consists of vegetated communities along Piedmont rivers, south of the James River in Virginia, where flooding and flood-related environmental factors affect vegetational composition and dynamics.  Well-developed examples of this system occur in the Triassic basins.  The vegetation includes both non-forested bar and scour communities and the more extensive forested floodplain communities.  Forests are generally differentiated by depositional landforms such as levees, sloughs, ridges, terraces, and abandoned channel segments.  The system is affected by flooding through wetness, scouring,  deposition of material, and input of nutrients.

Variation:  Forested - Canopy forest present.

Other Variation(s):  Herbaceous.","."
232,"floodplain_forest",1,"CONUS",232,"01.C.3.D062M031E232",9841,"Southern Piedmont Small Floodplain and Riparian Forest","This system consists of vegetated communities along streams and small rivers in the Piedmont of the southeastern United States where flooding and flood-related environmental factors affect vegetation composition and dynamics. The vegetation includes both non-forested bar and scour communities and the more extensive forested floodplain communities. The forests of these smaller floodplains and bottomlands are not differentiated by depositional landforms such as levees, sloughs, ridges, terraces, and abandoned channel segments, because these features are small and flooding regimes are variable. The system is affected by flooding through wetness, scouring, deposition of material, and input of nutrients.","."
233,"floodplain_forest",1,"CONUS",233,"01.C.3.D062M031E233",9840,"West Gulf Coastal Plain Large River Floodplain Forest","This system represents a geographic subset of Kuchler's (1964) Southern Floodplain Forest found west of the Mississippi River. Examples may be found along large rivers of the West Gulf Coastal Plain and Upper West Gulf Coastal Plain, especially the Trinity, Neches, Sabine, and others. Several distinct plant communities can be recognized within this system that may be related to the array of different geomorphic features present within the floodplain. Some of the major geomorphic features associated with different community types include natural levees, point bars, meander scrolls, oxbows, and sloughs (Sharitz and Mitsch 1993). Vegetation generally includes forests dominated by bottomland hardwood species and other trees tolerant of flooding, including bald-cypress and water tupelo. However, herbaceous and shrub vegetation may be present in certain areas as well.","."
234,"floodplain_forest",1,"CONUS",234,"01.C.3.D062M031E234",9237,"West Gulf Coastal Plain Near-Coast Large River Swamp","These swamp forests are found along rivers flowing through the Gulf Coast Prairies and Marshes region of the Outer Coastal Plain of western Louisiana and adjacent Texas. Included are areas where the rivers enter bays and estuaries along the northern Gulf of Mexico that are somewhat tidally influenced.","."
235,"floodplain_forest",1,"CONUS",235,"01.C.3.D062M031E235",9839,"West Gulf Coastal Plain Small Stream and River Forest","This is a predominantly forested system of the West Gulf Coastal Plain associated with small rivers and creeks. In contrast to ~West Gulf Coastal Plain Large River Floodplain Forest (CES203.488)$$, examples of this system have fewer major geomorphic floodplain features. Those features that are present tend to be smaller and more closely intermixed with one another, resulting in less obvious vegetational zonation. Bottomland hardwood tree species are typically important and diagnostic, although mesic hardwood species are also present in areas with less inundation, such as upper terraces and possibly second bottoms. As a whole, flooding occurs annually, but the water table usually is well below the soil surface throughout most of the growing season. Areas impacted by beaver impoundments are also included in this system.","."
253,"floodplain_forest",1,"CONUS",253,"01.C.3.D062M154E253",9829,"Edwards Plateau Riparian","This system occurs in various situations along small and intermittent streams of the Edwards Plateau, with drier representatives occurring in the western plateau and the Stockton Plateau, and moister representatives (such as communities dominated by little walnut and splitleaf brickelbush) in the eastern plateau. Representatives of this system typically occur in stream-scoured situations and vary in the openness of the habitat and physiognomy.","."
270,"floodplain_forest",1,"CONUS",270,"01.C.3.D012M034E270",9825,"Rocky Mountain Lower Montane Riparian Woodland and Shrubland","These are stream side woodlands and shrublands at lower elevations in the Rocky Mountains.  This lush vegetation occurs on stream banks, adjacent floodplains, and can occur on in-stream islands, and sand or cobble bars.  It can form large, wide occurrences along larger rivers or narrow bands on small, rocky canyon tributaries and well-drained benches. It is also typically found in backwater channels and other perennially wet but less scoured sites, such as floodplains swales and irrigation ditches.  Hardwood trees and tall shrubs (cottonwood, maple, alder, western birch, creek dogwood and willow species), conifers (Douglas-fir, spruce or Ponderosa pine) dominate most sites, with a diverse understory of low shrubs (rose, snowberry), wildflowers and grasses.","."
271,"floodplain_forest",1,"CONUS",271,"01.C.3.D012M034E271",9813,"Rocky Mountain Montane Riparian Systems","This lower montane riparian systems group is found throughout the Rocky Mountains and Colorado Plateau regions within a broad elevational range from approximately 900 to 2800 m. These systems often occur as mosaics of multiple communities that are tree-dominated with a diverse shrub component. Occurrences are found within the flood zone of rivers, on islands, sand or cobble bars, and immediate streambanks. They can form large, wide occurrences on mid-channel islands in larger rivers or narrow bands on small, rocky canyon tributaries and well-drained benches. Stands are also found in backwater channels and other perennially wet but less scoured sites, such as floodplains swales and irrigation ditches. Dominant trees may include Acer negundo, Populus angustifolia, Populus balsamifera, Populus deltoides, Populus fremontii, Pseudotsuga menziesii, Picea pungens, Populus tremuloides, Salix amygdaloides, Juniperus scopulorum, Picea mariana, and Picea glauca. Dominant shrubs include Acer glabrum, Alnus incana, Betula occidentalis, Betula papyrifera, Cornus sericea, Crataegus rivularis, Forestiera pubescens, Prunus virginiana, Rhus trilobata, Salix monticola, Salix drummondiana, Salix exigua, Salix irrorata, Salix lucida, Shepherdia argentea, or Symphoricarpos spp. Exotic trees Elaeagnus angustifolia and Tamarix spp. are common in some stands.","."
280,"floodplain_forest",1,"CONUS",280,"01.C.3.D013M036E280",9833,"North American Warm Desert Lower Montane Riparian Woodland and Shrubland","These are riparian woodlands and shrublands found in the foothills and mountain canyons and valleys of southern Arizona, New Mexico, and adjacent Mexico. They are usually narrow wet habitats along the streams, with a patchy mosaic of open woodlands or forests, willows, rushes, sedges, and moist herbs and grasses. Common trees include narrowleaf cottonwood, Rio Grande cottonwood, Fremont cottonwood, Arizona sycamore, Arizona walnut, velvet ash, and wingleaf soapberry. Coyote willow, plum spp., Arizona alder, and mulefat are common shrubs. Vegetation is dependent upon annual or periodic flooding and associated sediment scour and/or annual rise in the water table for growth and reproduction.","."
281,"floodplain_forest",1,"CONUS",281,"01.C.3.D013M036E281",9856,"North American Warm Desert Riparian Systems","This desert riparian systems group occurs along drainages and intermittently flooded basins in the northern Chihuahuan and Sonoran deserts, and extends into limited areas of the southern Great Plains and Edwards Plateau and up into the lower montane zone of Sky Island mountains. The woody riparian stands occur in mountain canyons and valleys of southern Arizona, New Mexico, western Texas and adjacent Mexico, and consist of mid- to low-elevation (1100-1800 m) riparian corridors along perennial and seasonally intermittent streams. The intermittently flooded basins are relatively small depressions on broad mesas, plains and valley bottoms that receive runoff from adjacent areas. The riparian vegetation is a mix of riparian woodlands and shrublands. Characteristic woody species include Acer negundo, Alnus oblongifolia, Baccharis salicifolia, Celtis laevigata var. reticulata, Fraxinus velutina, Juglans major, Platanus wrightii, Pluchea sericea, Populus angustifolia, Populus deltoides ssp. wislizeni, Populus fremontii, Prosopis glandulosa, Prosopis velutina, Prunus spp., Salix exigua, Salix lasiolepis, Salix geyeriana, Salix gooddingii, Sapindus saponaria, and Shepherdia argentea. These systems may have inclusions of herbaceous-dominated vegetation, typically Pleuraphis mutica, Pascopyrum smithii, Panicum obtusum, Sporobolus airoides, or Sporobolus wrightii.","."
282,"floodplain_forest",1,"CONUS",282,"01.C.3.D013M036E282",9835,"North American Warm Desert Riparian Woodland and Shrubland","These woodlands and shrublands occur along lower elevation rivers and streams in desert valleys and canyons in the southwestern US.  Common trees include box-elder, velvet ash, Fremont cottonwood, Goodding's willow, arroyo willow, netleaf hackberry, and Arizona walnut. The shrublands are often composed of Geyer's willow, silver buffaloberry, and coyote willow.","."
283,"floodplain_forest",1,"CONUS",283,"01.C.3.D013M036E283",9816,"Tamaulipan Floodplain","This ecological system is limited to riparian areas of the lower Rio Grande Valley and Rio Corona in southern Texas and northeastern Mexico. Stands occur on riverbanks, floodplains and deltas. These woodlands are a unique mix of species from southeastern North America and subtropical Central America and often dominated by sweet acacia, shagbark hickory, sugarberry, Texas persimmon, Texas ebony, knockaway, Rio Grande ash, eastern cottonwood, or cedar elm, and many other tree species present to locally dominant, with pecan, black hickory, post oak, and plateau live oak more common in the northern extent. The highly variable understory is dependent on canopy density and may include dense shrub or herbaceous layers.","."
284,"floodplain_forest",1,"CONUS",284,"01.C.3.D013M036E284",9821,"Tamaulipan Riparian Systems","This Tamaulipan riparian systems group occurs along the lower Rio Grande and Rio Corona in southern Texas and northeastern Mexico. Palm grove riparian forests and woodlands are found on riverbanks and floodplains, while arroyo shrublands are restricted to drainages in upland areas or ramaderos that are only intermittently flooded and often dry. Soils are typically somewhat deeper than those of the surrounding landscape. Palm grove characteristic species are the neotropical Sabal mexicana with Ebenopsis ebano, Ehretia anacua, Leucaena pulverulenta, and many other riparian plants. In the shrublands, the dense shrub canopy is a mix of species often including Acacia farnesiana, Celtis pallida, Haematoxylum brasiletto, Prosopis glandulosa, or Tecoma stans.","."
289,"floodplain_forest",1,"CONUS",289,"01.D.2.D016M300E289",9815,"Eastern Boreal Floodplain","These southern boreal floodplains are found in the extreme northern portions of the eastern U.S., and believed to be more widespread in Canada. They consist of flat floodplains along northern rivers, in depositional areas not strongly influenced by ice-scour, where topography and process have resulted in a complex of upland and wetland alluvial vegetation. This complex includes floodplain forests dominated by northern trees such as balsam poplar and black ash, as well as herbaceous sloughs and shrub wetlands. (Silver maple is uncommon or absent.) Most areas are underwater each spring; microtopography determines how long the various habitats are inundated. The distribution in the U.S. appears to be primarily Canadian, with incursions into northern Maine and northern Minnesota.","."
511,"floodplain_forest",1,"CONUS",511,"05.B.1.D049M108E511",9808,"South-Central Interior Large Floodplain - Herbaceous Modifier","This floodplain system is found throughout the Interior low Plateau, Cumberlands, Southern Ridge and Valley, Western Allegheny Plateau, and lower elevations of the Southern Blue Ridge.  Examples occur along large rivers where topography and alluvial processes have resulted in a well-developed floodplain.  A single occurrence may extend from river's edge across the outermost extent of the floodplain or to where it meets a wet meadow or upland system.  Many examples of this system will contain well-drained levees, terraces and stabilized bars, and some will include herbaceous sloughs and shrub wetlands resulting, in part, from beaver activity.  A variety of soil types may be found within the floodplain from very well-drained sandy substrates to very dense clays.  It is this variety of substrates in combination with different flooding regimes that creates the mix of vegetation.  Most areas, except for the montane alluvial forests, are inundated at some point each spring; microtopography determines how long the various habitats are inundated.  Although vegetation is quite variable in this broadly defined system, examples may include Acer saccharinum, Platanus occidentalis, Liquidambar styraciflua, and Quercus spp.  Understory species are mixed, but include shrubs, such as Cephalanthus occidentalis and Arundinaria gigantea ssp. gigantea, and sedges (Carex spp.).  This system likely floods at least once annually and can be altered by occasional severe floods.  Impoundments and conversion to agriculture can also impact this system.

Variation:  Herbaceous - Herbaceous sloughs and shrub wetlands (canebrakes, sedges, and buttonbush) that occur within the floodplain.

Other Variation(s):  Forested.","."
512,"floodplain_forest",1,"CONUS",512,"05.B.1.D049M108E512",9807,"East Gulf Coastal Plain Large River Floodplain Forest - Herbaceous Modifier","This system represents a geographic subset of Kuchler's (1964) Southern Floodplain Forest.  Examples may be found along large rivers of the East and Upper East Gulf Coastal Plain, especially the Apalachicola, Alabama, Tombigbee, Pascagoula, and Pearl rivers, all of which ultimately drain into the Gulf of Mexico.  Several distinct plant communities can be recognized within this system that may be related to the array of different geomorphologic features present within the floodplain.  Some of the major geomorphic features associated with different community types include natural levees, point bars, meander scrolls, oxbows, and sloughs (Sharitz and Mitsch 1993).  Vegetation generally includes forests dominated by bottomland hardwood species and other trees tolerant of flooding.  However, herbaceous and shrub vegetation may be present in certain areas as well.

Variation:  Herbaceous - Areas dominated by wetland herbaceous or shrubs (buttonbush, swamp-loosestrife, swamp private).

Other Variation(s):  Forested.","."
